DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN,SPI6
31/1/1981,97.82,22.08,39.25,57.25,2.52,0.57,,,0.0,,
28/2/1981,97.63,26.39,29.56,77.38,2.44,0.54,,,0.0,,
31/3/1981,97.55,30.1,41.06,147.19,2.17,0.52,,,5.27,,
30/4/1981,97.46,30.56,54.75,212.19,2.57,0.52,,,52.73,,
31/5/1981,97.65,27.81,73.25,225.06,2.16,0.52,,,100.2,,
30/6/1981,97.8,27.66,72.5,213.81,2.23,0.54,,,189.84,,-0.3447052331098512
31/7/1981,97.83,25.2,83.19,228.88,2.1,0.61,,,268.95,,0.5184985145306483
31/8/1981,97.82,25.15,83.88,227.06,1.53,0.66,,,258.4,,1.3478416950114256
30/9/1981,97.84,25.1,83.75,215.19,1.41,0.73,,,152.93,,1.8217612539502475
31/10/1981,97.71,26.22,75.88,190.75,1.43,0.7,,,0.0,,1.652522608800281
30/11/1981,97.77,23.76,56.12,83.5,1.97,0.62,,,0.0,,1.3309274590937252
31/12/1981,97.76,23.72,43.56,77.12,1.92,0.57,,,0.0,,0.7216298221646591
31/1/1982,97.73,24.19,29.94,43.0,2.5,0.54,,,0.0,,-0.14157392547584033
28/2/1982,97.62,26.06,38.62,68.19,2.33,0.52,,,26.37,,-0.8862817357194732
31/3/1982,97.53,28.91,42.0,102.5,2.31,0.51,,,15.82,,-1.326340727498573
30/4/1982,97.48,30.36,57.44,231.75,2.75,0.5,,,42.19,,-1.1909305541840065
31/5/1982,97.65,27.96,72.38,226.31,2.3,0.52,,,105.47,,-0.8524211685597513
30/6/1982,97.87,26.82,75.81,215.19,2.06,0.53,,,147.66,,-0.3785016096209292
31/7/1982,97.85,25.71,78.88,216.0,1.88,0.56,,,168.75,,0.1631069883130149
31/8/1982,97.86,24.69,84.12,224.38,1.91,0.59,,,210.94,,0.7554903893243811
30/9/1982,97.81,25.95,80.12,206.94,1.44,0.62,,,142.38,,1.1616888139437584
31/10/1982,97.72,26.1,75.88,209.5,1.55,0.61,,,94.92,,1.3309274590937257
30/11/1982,97.73,24.73,51.06,86.25,1.75,0.57,,,0.0,,0.9924180734694702
31/12/1982,97.75,24.47,34.12,58.06,2.34,0.54,,,0.0,,0.5184985145306483
31/1/1983,97.99,21.89,23.69,59.0,3.68,0.52,,,0.0,,-0.023110083403295786
28/2/1983,97.66,28.72,23.5,67.75,2.62,0.51,,,0.0,,-0.7001288546518064
31/3/1983,97.6,29.63,19.5,70.0,3.22,0.49,,,0.0,,-1.1571020823486062
30/4/1983,97.44,32.04,47.69,211.44,2.21,0.49,,,26.37,,-1.3771155305759952
31/5/1983,97.5,30.64,60.19,219.56,2.59,0.49,,,110.74,,-1.02169190903404
30/6/1983,97.8,26.73,79.31,222.19,2.03,0.56,,,232.03,,-0.27698409879040686
31/7/1983,97.81,26.01,81.38,224.12,1.86,0.6,,,179.3,,0.29848506630325966
31/8/1983,97.93,25.75,79.44,214.62,1.73,0.59,,,116.02,,0.6708550190872371
30/9/1983,97.84,25.52,80.12,191.0,1.56,0.61,,,179.3,,1.2463241841809032
31/10/1983,97.77,26.62,60.5,130.12,1.81,0.59,,,0.0,,1.1616888139437591
30/11/1983,97.81,26.98,41.75,103.88,1.91,0.55,,,0.0,,0.8062651924018038
31/12/1983,97.76,26.46,36.12,79.81,1.96,0.52,,,0.0,,0.061557382158170734
31/1/1984,97.72,24.73,25.69,72.0,2.54,0.51,26.62,31.68,0.0,21.18,-0.5139117829354956
29/2/1984,97.52,27.1,21.31,55.56,2.65,0.5,19.55,34.34,0.0,20.72,-0.886281735719473
31/3/1984,97.39,30.46,39.44,238.0,2.46,0.49,54.75,36.8,0.0,22.76,-1.4617509008131393
30/4/1984,97.42,30.35,54.81,225.38,2.94,0.49,71.61,37.78,68.55,22.48,-1.2417374525857505
31/5/1984,97.53,27.5,74.44,211.0,2.49,0.52,65.19,37.48,116.02,21.88,-0.869367499801773
30/6/1984,97.72,27.23,72.81,218.44,2.23,0.52,58.93,36.99,94.92,21.9,-0.5647186813372398
31/7/1984,97.74,26.12,75.69,202.31,1.95,0.53,69.45,37.06,168.75,20.4,-0.023110083403295602
31/8/1984,97.8,25.94,77.88,202.69,1.73,0.55,66.43,37.35,110.74,19.7,0.33231353813865966
30/9/1984,97.74,25.24,82.69,209.56,1.7,0.58,69.39,36.8,210.94,19.4,1.0093323093871704
31/10/1984,97.68,26.16,73.12,190.81,1.6,0.59,56.33,34.86,47.46,19.76,0.9416432703920485
30/11/1984,97.67,27.25,46.94,120.62,1.76,0.55,27.93,32.24,0.0,20.35,0.5692733176080711
31/12/1984,97.67,24.55,32.19,70.62,2.26,0.52,27.1,30.74,0.0,17.86,0.26462449914353764
31/1/1985,97.6,26.76,29.12,54.31,2.33,0.51,35.63,31.74,0.0,18.89,-0.2769840987904067
28/2/1985,97.72,25.28,14.19,65.69,3.06,0.5,30.65,34.37,0.0,21.8,-0.6324077203323621
31/3/1985,97.38,30.83,32.12,199.38,2.52,0.49,61.31,36.77,0.0,21.08,-1.3094264915808729
30/4/1985,97.45,31.04,43.88,215.44,2.29,0.48,67.96,37.78,10.55,22.05,-1.4278903336534172
31/5/1985,97.53,29.57,62.62,225.69,2.86,0.48,72.07,37.48,47.46,23.06,-1.2755659244211506
30/6/1985,97.83,27.31,70.94,210.44,2.38,0.5,56.66,36.98,116.02,21.13,-0.9031959716371732
31/7/1985,97.86,24.96,81.81,215.69,1.74,0.55,72.09,37.05,237.3,18.98,-0.14157392547584013
31/8/1985,97.82,24.69,85.19,216.75,1.62,0.62,70.28,37.34,268.95,18.13,0.7216298221646591
30/9/1985,97.75,24.89,84.31,205.88,1.46,0.69,64.19,36.81,163.48,19.6,1.2463241841809032
31/10/1985,97.7,25.65,73.06,137.56,1.42,0.66,32.06,34.88,21.09,21.63,1.2801526560163037
30/11/1985,97.67,26.12,57.19,113.38,1.69,0.59,19.19,32.25,0.0,21.03,1.1278282467840368
31/12/1985,97.73,23.34,37.81,56.12,2.38,0.55,31.62,30.74,0.0,18.46,0.7554582940000595
31/1/1986,97.76,24.06,26.06,56.06,2.34,0.52,18.4,31.72,0.0,19.6,-0.006163752161273799
28/2/1986,97.53,29.12,30.81,83.25,2.26,0.51,30.82,34.34,0.0,21.72,-0.869367499801773
31/3/1986,97.52,29.75,44.62,215.94,2.26,0.5,60.71,36.76,15.82,22.25,-1.343287058740595
30/4/1986,97.41,30.32,59.12,227.06,2.75,0.5,73.99,37.78,26.37,21.92,-1.3263407274985728
31/5/1986,97.6,29.65,60.44,221.62,2.49,0.5,64.83,37.49,73.83,21.36,-1.0893809480291619
30/6/1986,97.72,28.44,66.25,221.38,2.44,0.5,61.02,36.98,89.65,20.98,-0.8016463654823287
31/7/1986,97.92,25.43,79.75,231.62,1.98,0.54,75.72,37.04,226.76,17.57,-0.0738527911563958
31/8/1986,97.83,25.28,80.75,212.69,1.56,0.57,74.27,37.33,195.12,18.64,0.5523911770146926
30/9/1986,97.85,25.14,83.31,203.62,1.52,0.65,67.38,36.81,253.12,17.8,1.3140132231760255
31/10/1986,97.79,25.98,72.44,176.38,1.46,0.65,43.88,34.9,84.38,20.44,1.5001981995680143
30/11/1986,97.71,25.26,57.56,81.06,1.73,0.6,33.69,32.27,0.0,19.98,1.2632384200986035
31/12/1986,97.9,22.66,39.5,66.0,2.53,0.55,28.31,30.74,0.0,17.22,0.9755038375517705
31/1/1987,97.81,25.63,30.31,76.88,2.47,0.53,14.06,31.71,0.0,18.91,0.24771026322583764
28/2/1987,97.65,28.46,24.0,74.12,2.27,0.52,27.96,34.32,0.0,21.11,-0.378533704945251
31/3/1987,97.51,29.88,34.38,182.81,2.48,0.5,54.91,36.74,5.27,21.74,-1.1740163182663064
30/4/1987,97.52,31.56,31.06,116.56,2.34,0.49,48.48,37.78,15.82,23.45,-1.3940618618180172
31/5/1987,97.44,32.76,46.69,209.38,2.62,0.49,65.94,37.5,15.82,22.92,-1.343287058740595
30/6/1987,97.8,28.44,68.06,213.19,2.16,0.5,66.85,36.99,131.84,19.31,-0.9201423028791952
31/7/1987,97.72,27.22,74.81,208.75,1.97,0.52,63.97,37.04,168.75,20.47,-0.378533704945251
31/8/1987,97.73,25.98,81.81,214.56,1.72,0.54,80.43,37.34,179.3,18.6,0.1969354601484153
30/9/1987,97.78,26.21,80.69,200.75,1.59,0.58,67.27,36.83,174.02,20.32,0.7385440580823595
31/10/1987,97.71,26.84,69.69,190.38,1.52,0.58,46.5,34.92,58.01,19.96,0.8739542313969257
30/11/1987,97.7,27.23,41.75,103.75,1.82,0.54,19.21,32.3,0.0,20.25,0.8231794283195037
31/12/1987,97.79,26.15,29.12,72.12,2.34,0.52,21.92,30.75,0.0,18.45,0.400034672458104
31/1/1988,97.72,26.69,25.25,66.88,2.48,0.51,33.44,31.7,0.0,18.03,-0.14157392547583997
29/2/1988,97.52,28.38,19.06,65.44,2.75,0.5,34.21,34.36,0.0,21.15,-0.7170430905695063
31/3/1988,97.53,31.52,28.62,110.44,2.3,0.49,57.87,36.79,5.27,23.6,-1.2586516885034507
30/4/1988,97.43,31.2,54.44,222.75,2.64,0.49,69.24,37.8,68.55,21.11,-1.2248232166680504
31/5/1988,97.56,31.03,57.44,209.0,2.85,0.49,58.87,37.5,21.09,23.44,-1.157134177672928
30/6/1988,97.74,27.33,74.31,213.12,2.27,0.51,68.91,36.98,131.84,20.46,-0.7339894218115285
31/7/1988,97.82,25.95,79.56,231.31,2.08,0.52,75.38,37.05,184.57,19.45,-0.14160602080016213
31/8/1988,97.73,25.1,84.94,237.31,1.82,0.57,76.64,37.35,242.58,17.21,0.6369623566031931
30/9/1988,97.74,25.58,82.5,216.94,1.52,0.63,69.25,36.81,147.66,17.87,1.093967679624315
31/10/1988,97.65,26.96,66.81,127.06,1.63,0.6,37.9,34.87,5.27,21.29,0.8908684673146258
30/11/1988,97.73,26.79,47.88,102.88,1.95,0.55,36.23,32.24,0.0,20.62,0.8231794283195037
31/12/1988,97.71,24.97,34.75,58.44,2.42,0.53,32.26,30.74,0.0,17.84,0.400034672458104
31/1/1989,97.92,22.48,24.62,67.56,3.35,0.52,13.41,31.76,0.0,19.95,-0.19234872855326215
28/2/1989,97.79,25.83,19.69,67.0,3.27,0.5,26.48,34.4,0.0,21.27,-0.9709171059566172
31/3/1989,97.45,29.44,36.12,95.25,2.27,0.5,55.99,36.8,21.09,22.94,-1.377147625900317
30/4/1989,97.35,31.87,45.12,212.25,2.52,0.49,65.47,37.82,21.09,22.68,-1.3263728228228948
31/5/1989,97.6,30.73,56.0,196.94,2.56,0.49,57.26,37.52,68.55,23.74,-1.1063593745955058
30/6/1989,97.75,28.18,67.62,202.0,2.36,0.49,66.42,36.99,110.74,20.05,-0.7509357530535504
31/7/1989,97.87,25.34,81.31,221.44,1.8,0.55,76.29,37.08,210.94,17.02,-0.07391698180503976
31/8/1989,97.8,24.82,84.88,230.62,1.78,0.62,78.01,37.36,274.22,17.63,0.8062010017531598
30/9/1989,97.71,25.25,83.12,195.56,1.51,0.67,62.63,36.82,174.02,19.99,1.2970347966096816
31/10/1989,97.76,25.46,75.06,153.38,1.47,0.68,45.0,34.9,73.83,20.53,1.4663055370839706
30/11/1989,97.7,25.01,57.88,94.69,1.84,0.61,12.63,32.27,0.0,21.15,1.2462920888565816
31/12/1989,97.79,23.75,49.38,79.88,2.1,0.56,38.85,30.76,5.27,19.83,0.9077827032323261
31/1/1990,97.66,26.07,38.06,79.81,2.31,0.54,32.3,31.75,0.0,19.8,0.23076393198381565
28/2/1990,97.72,26.9,25.56,71.31,2.78,0.52,29.55,34.37,0.0,22.19,-0.649354051574384
31/3/1990,97.66,29.01,19.25,74.81,3.0,0.51,28.04,36.78,0.0,23.82,-1.2078768854260282
30/4/1990,97.41,31.93,50.12,229.06,2.81,0.5,75.8,37.82,31.64,22.75,-1.3432870587405945
31/5/1990,97.62,29.47,64.81,210.06,2.48,0.5,66.13,37.52,94.92,22.15,-1.0386382402760614
30/6/1990,97.77,28.33,69.19,217.31,2.16,0.51,64.65,37.01,94.92,20.02,-0.7509036577292283
31/7/1990,97.82,26.0,78.0,225.44,1.83,0.52,76.76,37.06,163.48,16.48,-0.22620929571298432
31/8/1990,97.89,25.3,82.88,225.44,1.59,0.59,70.57,37.35,221.48,19.23,0.48463794737092636
30/9/1990,97.8,25.83,80.44,197.44,1.46,0.62,67.76,36.84,147.66,18.86,0.9585575063097486
31/10/1990,97.7,27.4,67.0,179.0,1.62,0.59,42.02,34.91,0.0,21.7,0.8570079001549038
30/11/1990,97.64,28.06,51.44,132.19,1.79,0.55,33.11,32.27,0.0,20.84,0.5523590816903704
31/12/1990,97.64,27.65,37.38,66.75,1.93,0.52,43.55,30.76,0.0,19.57,0.24771026322583764
31/1/1991,97.75,26.21,24.12,68.25,2.43,0.51,21.12,31.72,0.0,18.76,-0.2769840987904065
28/2/1991,97.55,30.99,30.56,83.31,1.85,0.5,41.37,34.34,0.0,22.05,-0.9878313418743172
31/3/1991,97.43,31.05,40.25,221.94,2.12,0.49,62.05,36.77,21.09,22.36,-1.394061861818017
30/4/1991,97.44,31.55,50.62,237.5,2.77,0.49,64.95,37.83,36.91,22.14,-1.2755980197454724
31/5/1991,97.6,27.97,73.38,218.38,2.15,0.51,75.62,37.52,152.93,19.64,-0.7847642248889505
30/6/1991,97.76,27.55,74.81,219.31,2.02,0.53,51.32,37.0,110.74,20.45,-0.42934060334699503
31/7/1991,97.87,25.38,83.12,234.88,1.77,0.57,70.42,37.07,210.94,18.03,0.24767816790151567
31/8/1991,97.87,24.68,86.94,241.5,1.81,0.63,76.37,37.36,263.67,17.78,1.0939355842999932
30/9/1991,97.86,25.96,80.0,214.75,1.4,0.66,54.28,36.85,36.91,20.38,1.1447103873774152
31/10/1991,97.73,26.19,75.12,222.0,1.46,0.62,47.97,34.92,52.73,20.83,1.1954851904548376
30/11/1991,97.74,25.71,50.94,100.69,1.77,0.58,26.56,32.31,0.0,20.74,0.7046513955983158
31/12/1991,97.82,23.89,37.75,75.56,2.38,0.54,16.93,30.74,0.0,18.9,0.3492277740563604
31/1/1992,97.86,23.39,26.56,52.75,2.98,0.52,27.16,31.72,0.0,18.75,-0.32779099719215066
29/2/1992,97.79,26.58,17.69,69.06,3.23,0.51,26.09,34.37,0.0,21.71,-1.1740484135906282
31/3/1992,97.48,30.89,21.12,29.19,2.2,0.49,51.28,36.82,0.0,21.68,-1.2925122556631725
30/4/1992,97.48,31.28,51.5,209.38,2.56,0.49,67.64,37.81,42.19,23.67,-1.3263407274985726
31/5/1992,97.59,29.59,62.31,225.81,2.72,0.49,70.59,37.5,58.01,21.28,-1.1401557511065838
30/6/1992,97.74,28.71,65.94,213.62,2.38,0.49,57.13,36.99,52.73,20.79,-0.9709171059566172
31/7/1992,97.89,25.86,78.56,220.31,1.8,0.52,68.02,37.06,200.39,18.58,-0.3277589018678287
31/8/1992,97.92,24.77,83.44,227.5,1.8,0.56,77.29,37.35,232.03,18.47,0.4169489083758044
30/9/1992,97.76,25.38,79.94,156.06,1.55,0.61,70.82,36.8,116.02,18.69,0.7893188611597818
31/10/1992,97.73,27.18,65.06,188.69,1.71,0.58,36.14,34.85,5.27,21.83,0.6708229237629151
30/11/1992,97.73,26.01,43.25,83.19,2.13,0.54,34.57,32.24,0.0,19.83,0.48463794737092636
31/12/1992,97.77,24.32,31.88,72.56,2.12,0.52,23.69,30.74,0.0,17.87,0.31539930222096
31/1/1993,97.93,23.08,22.56,52.81,3.13,0.51,15.44,31.76,0.0,17.43,-0.3277589018678287
28/2/1993,97.65,27.8,19.44,55.81,2.71,0.5,34.55,34.38,0.0,21.54,-1.0724667121114615
31/3/1993,97.6,29.77,33.38,126.0,2.6,0.49,55.83,36.79,0.0,22.34,-1.4448366648954392
30/4/1993,97.4,32.33,37.88,222.12,2.73,0.48,58.23,37.8,15.82,23.05,-1.4109760977357169
31/5/1993,97.51,29.76,65.75,231.19,2.67,0.49,65.03,37.5,84.38,22.08,-1.1401557511065838
30/6/1993,97.79,28.71,65.5,205.12,2.21,0.49,61.0,36.99,84.38,20.47,-0.8693354044774508
31/7/1993,97.83,26.3,77.5,216.62,1.8,0.52,72.89,37.06,174.02,17.88,-0.31081257062580653
31/8/1993,97.87,25.65,81.31,214.69,1.51,0.56,71.27,37.35,210.94,19.16,0.366206200622704
30/9/1993,97.79,25.73,80.81,207.88,1.52,0.59,63.6,36.81,121.29,19.56,0.7554903893243817
31/10/1993,97.69,27.91,66.5,192.94,1.65,0.56,48.06,34.87,10.55,21.26,0.7385761534066814
30/11/1993,97.55,28.9,46.44,158.25,1.81,0.53,27.9,32.25,0.0,20.46,0.46775580677754836
31/12/1993,97.72,25.9,31.81,62.31,2.41,0.52,23.34,30.74,0.0,17.58,0.19693546014841565
31/1/1994,97.67,25.9,25.5,58.44,2.71,0.5,26.62,31.73,0.0,17.71,-0.36158737370322885
28/2/1994,97.69,27.0,17.44,65.62,2.86,0.49,14.52,34.36,0.0,20.93,-1.0386061449517396
31/3/1994,97.47,31.91,35.81,191.25,2.2,0.49,60.11,36.77,5.27,23.97,-1.4109760977357169
30/4/1994,97.39,32.33,44.19,224.12,2.86,0.48,73.45,37.79,26.37,22.79,-1.3602012946582949
31/5/1994,97.62,29.53,64.06,232.56,2.41,0.49,65.84,37.49,89.65,22.79,-1.0724667121114615
30/6/1994,97.78,27.75,70.0,222.75,2.27,0.5,58.88,36.99,105.47,20.58,-0.7339573264872062
31/7/1994,97.84,26.19,77.38,227.12,2.1,0.52,75.48,37.05,168.75,18.8,-0.19234872855326215
31/8/1994,97.79,24.75,86.0,232.19,1.91,0.59,80.45,37.34,321.68,17.0,0.8400936642372038
30/9/1994,97.79,25.48,84.25,203.88,1.53,0.69,68.41,36.81,242.58,19.51,1.601747805722859
31/10/1994,97.72,25.71,80.44,179.44,1.23,0.7,61.67,34.89,89.65,21.27,1.8048470180325482
30/11/1994,97.82,23.87,59.94,88.44,1.83,0.64,12.99,32.27,0.0,20.92,1.5171124354857146
31/12/1994,97.95,21.16,46.38,66.06,2.7,0.59,23.25,30.73,0.0,18.02,1.1786030498614593
31/1/1995,97.89,23.07,33.31,51.81,2.53,0.55,14.98,31.71,0.0,18.01,0.636994451927515
28/2/1995,97.81,25.49,25.12,62.31,2.63,0.52,29.08,34.33,0.0,21.65,-0.3954479408629509
31/3/1995,97.46,31.3,37.81,160.31,2.29,0.51,44.78,36.75,0.0,23.4,-1.174016318266306
30/4/1995,97.36,30.92,55.38,224.75,2.47,0.51,62.44,37.79,58.01,22.25,-1.2755659244211504
31/5/1995,97.57,29.3,65.44,215.12,2.38,0.51,65.7,37.5,73.83,21.96,-1.0386061449517396
30/6/1995,97.72,28.17,70.31,219.19,2.3,0.51,56.88,36.98,68.55,19.99,-0.8185926967243506
31/7/1995,97.67,26.54,76.75,225.94,2.07,0.52,74.3,37.04,147.66,18.29,-0.3446731377855289
31/8/1995,97.75,25.26,85.94,230.94,1.67,0.61,77.73,37.33,353.32,17.28,0.7893188611597818
30/9/1995,97.81,25.79,83.12,194.0,1.45,0.67,62.52,36.82,100.2,19.36,1.1109140108663371
31/10/1995,97.67,26.36,77.44,205.5,1.56,0.64,42.88,34.91,36.91,21.29,1.043192876546893
30/11/1995,97.75,24.89,54.94,97.31,1.89,0.59,30.61,32.29,0.0,20.35,0.8062330970774818
31/12/1995,97.79,25.4,45.44,95.38,2.1,0.55,21.82,30.74,0.0,19.28,0.586219648850093
31/1/1996,97.59,26.17,32.0,76.62,2.12,0.52,30.36,31.69,0.0,20.1,0.1123000899112711
29/2/1996,97.48,28.78,33.44,90.06,2.27,0.51,34.51,34.35,0.0,21.85,-1.0216919090340393
31/3/1996,97.41,31.27,39.19,186.12,2.12,0.5,49.63,36.79,0.0,23.06,-1.3432870587405945
30/4/1996,97.39,31.87,49.12,235.38,2.53,0.49,68.3,37.79,31.64,22.24,-1.3602012946582949
31/5/1996,97.54,30.24,61.44,209.75,2.66,0.49,64.33,37.48,84.38,23.32,-1.0893809480291616
30/6/1996,97.75,27.22,75.81,213.88,2.04,0.52,60.56,36.98,158.2,20.17,-0.5816329172549397
31/7/1996,97.87,25.92,79.69,217.56,1.97,0.54,68.73,37.05,189.84,18.69,0.027664719674126575
31/8/1996,97.82,25.15,84.56,227.81,1.8,0.59,75.83,37.33,237.3,18.04,0.7892867658354598
30/9/1996,97.74,25.51,83.31,205.44,1.45,0.64,72.31,36.79,195.12,18.12,1.4155307340065484
31/10/1996,97.73,25.65,74.62,149.31,1.55,0.63,37.12,34.85,36.91,20.37,1.4324449699242483
30/11/1996,97.71,24.18,47.25,84.56,2.05,0.58,9.29,32.22,0.0,20.54,1.1616246232951153
31/12/1996,97.73,24.88,38.44,86.56,2.02,0.54,13.93,30.73,0.0,18.59,0.6538765925208931
31/1/1997,97.7,25.54,27.88,67.88,2.25,0.52,19.02,31.75,0.0,19.31,0.044578955591826945
28/2/1997,97.84,24.88,19.12,64.81,3.24,0.51,12.84,34.38,0.0,20.54,-0.7170430905695062
31/3/1997,97.56,29.12,36.94,83.88,2.38,0.5,60.49,36.78,31.64,21.71,-1.2417374525857503
30/4/1997,97.58,29.73,58.19,239.12,2.95,0.5,64.08,37.79,31.64,22.84,-1.2586516885034502
31/5/1997,97.73,27.94,72.0,205.19,2.07,0.52,57.21,37.49,94.92,22.33,-0.9540028700389172
30/6/1997,97.73,27.44,74.94,199.0,1.82,0.52,72.52,36.98,142.38,18.28,-0.4970296423421174
31/7/1997,97.86,26.42,79.62,223.88,1.96,0.54,63.4,37.05,152.93,18.01,-0.006195847485595415
31/8/1997,97.9,25.9,82.44,208.19,1.52,0.58,68.77,37.34,210.94,18.06,0.6708229237629151
30/9/1997,97.8,26.38,80.38,169.75,1.45,0.6,64.54,36.8,121.29,19.46,0.9585575063097486
