DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN,SPI6,Moving_Sum_6
31/12/2018,98.13,23.37,39.62,69.06,2.62,0.56,15.98,30.25,0.0,20.16,1.0533772065270657,690.8200000000002
31/1/2019,98.05,25.28,26.0,57.56,2.41,0.53,20.64,31.27,0.0,21.38,0.36609057882163637,500.98000000000013
28/2/2019,97.95,27.33,20.0,62.88,2.65,0.51,27.77,34.01,0.0,22.09,-0.7030340209870991,205.6700000000001
31/3/2019,97.8,31.61,27.0,75.88,2.29,0.5,53.23,36.61,5.27,22.01,-1.2185351952337071,63.280000000000115
30/4/2019,97.68,32.62,44.56,228.5,2.46,0.49,79.37,37.84,42.19,21.74,-1.2758090808758262,47.460000000000115
31/5/2019,97.81,29.3,67.81,219.38,2.6,0.5,80.18,37.72,68.55,21.09,-1.0276343109158221,116.0100000000001
30/6/2019,98.03,28.62,71.12,212.19,2.34,0.51,59.0,37.29,116.02,21.2,-0.6076016805619247,232.03000000000011
31/7/2019,98.03,26.45,80.62,225.0,1.7,0.55,73.27,37.3,210.94,18.76,0.15607426364468766,442.97000000000014
31/8/2019,98.1,25.62,84.5,229.62,1.76,0.59,75.26,37.45,210.94,18.08,0.9197502078512996,653.9100000000001
30/9/2019,98.03,26.37,83.38,186.5,1.27,0.64,69.55,36.72,152.93,19.25,1.4543306094894357,801.5700000000002
31/10/2019,97.89,26.24,81.81,149.56,1.45,0.63,66.81,34.61,42.19,19.04,1.4543306094894353,801.57
30/11/2019,97.86,27.35,53.81,99.25,1.62,0.59,26.7,31.84,0.0,22.05,1.2061558395294314,733.0200000000001
31/12/2019,98.03,23.89,34.81,74.62,2.59,0.54,18.49,30.25,0.0,21.16,0.7861232091755338,617.0000000000001
31/1/2020,98.14,24.12,28.12,67.06,3.14,0.52,21.45,31.25,0.0,19.52,0.022447264968921878,406.0600000000002
29/2/2020,98.04,26.3,18.19,65.69,3.4,0.5,15.28,34.04,0.0,21.66,-0.7412286792376904,195.12000000000015
31/3/2020,97.74,31.37,36.5,139.81,2.26,0.5,55.72,36.66,42.19,22.35,-1.142145878732524,84.38000000000014
30/4/2020,97.78,31.73,51.88,209.19,2.98,0.49,63.55,37.86,21.09,22.09,-1.2185351952337071,63.28000000000014
31/5/2020,97.89,31.75,55.19,211.38,2.94,0.48,66.54,37.72,42.19,21.77,-1.0657927656988775,105.47000000000014
30/6/2020,97.99,28.87,69.31,217.94,2.41,0.49,70.92,37.29,63.28,19.67,-0.836697223130401,168.75000000000014
31/7/2020,97.94,26.82,77.62,220.62,1.99,0.51,69.4,37.32,152.93,18.69,-0.2830375941007374,321.6800000000002
31/8/2020,97.96,25.66,83.69,229.56,2.13,0.56,74.04,37.45,195.12,17.4,0.42336446446375564,516.8000000000002
30/9/2020,97.98,25.82,84.0,197.44,1.55,0.62,71.75,36.69,184.57,18.4,0.9388294352428276,659.1800000000002
31/10/2020,97.99,26.33,72.31,106.31,1.59,0.62,36.34,34.55,68.55,21.52,1.1106510921691846,706.6400000000001
30/11/2020,98.01,26.26,51.25,74.06,2.36,0.56,13.36,31.78,0.0,21.61,0.9579086626343553,664.4500000000002
31/12/2020,97.96,26.52,39.31,80.38,2.3,0.53,17.38,30.25,0.0,20.93,0.7288131200658785,601.1700000000001
31/1/2021,97.95,25.85,26.75,72.94,2.95,0.51,12.05,31.31,0.0,22.48,0.17515349103621525,448.2400000000001
28/2/2021,97.93,26.95,19.19,72.31,3.12,0.5,14.53,34.07,0.0,22.12,-0.5312485675282779,253.12000000000012
31/3/2021,97.7,30.77,34.38,112.19,2.85,0.49,51.77,36.65,15.82,21.47,-1.1421820822000601,84.37000000000015
30/4/2021,97.64,32.76,38.12,193.5,2.92,0.48,53.38,37.86,9.58,24.2,-1.3556739302604752,25.40000000000014
31/5/2021,97.77,32.58,51.0,210.5,2.98,0.48,79.78,37.72,34.88,22.77,-1.2293962354945387,60.28000000000014
30/6/2021,97.96,28.95,67.0,201.75,2.52,0.49,69.75,37.29,103.57,20.74,-0.8544369222230928,163.85000000000014
31/7/2021,98.08,26.92,77.25,225.88,2.25,0.51,76.52,37.32,187.35,18.28,-0.17616495793415365,351.20000000000016
31/8/2021,98.04,25.6,85.19,224.38,1.54,0.59,78.71,37.45,274.77,17.65,0.8185977195554207,625.9700000000001
30/9/2021,98.02,25.99,83.31,201.19,1.38,0.66,63.51,36.71,174.17,18.76,1.391879627989653,784.32
31/10/2021,97.91,27.53,71.56,131.94,1.31,0.63,44.27,34.57,27.63,21.95,1.457226886892324,802.3700000000001
30/11/2021,97.87,27.55,52.19,88.69,1.8,0.57,35.05,31.81,0.19,21.81,1.3316370580095738,767.6800000000002
31/12/2021,98.01,24.48,37.06,68.19,3.06,0.53,25.29,30.25,0.0,20.08,0.9566777447381275,664.1100000000001
